resource	entitiesCount	entitiesFound	entitiesRatio	entitiesPValue	entitiesFDR	interactorsCount	interactorsFound	interactorsRatio	entitiesAndInteractorsCount	entitiesAndInteractorsFound	reactionsCount	reactionsFound	reactionsRatio	path	entities	glycoPath	ctype
TOTAL	10	1	0.000679301677875144	0.00677228906515426	0.0203168671954628	160	0	0.00758579719416899	166	1	5	3	0.000377957517575025	RUNX3 regulates WNT signaling	RUNX3	Terminal_Fucose	BRCA_2
TOTAL	10	1	0.000679301677875144	0.00677228906515426	0.0203168671954628	176	0	0.00845405108988713	185	1	4	1	0.00030236601406002	Binding of TCF/LEF:CTNNB1 to target gene promoters	RUNX3	Terminal_Fucose	BRCA_2
TOTAL	16	1	0.00108688268460023	0.0108158214986387	0.0216316429972774	99	0	0.00516382580084998	113	1	8	8	0.000604732028120039	RUNX3 regulates p14-ARF	RUNX3	Terminal_Fucose	BRCA_2
TOTAL	16	1	0.00108688268460023	0.0108158214986387	0.0216316429972774	11	0	0.00114243933647123	25	1	7	5	0.000529140524605034	RUNX3 regulates NOTCH signaling	RUNX3	Terminal_Fucose	BRCA_2
TOTAL	255	2	0.0173221927858162	0.0123103638313219	0.0246207276626438	230	0	0.0216149522460357	473	2	16	2	0.00120946405624008	Interferon gamma signaling	CIITA;CIITA	Terminal_Fucose	BRCA_2
TOTAL	31	1	0.00210583520141295	0.020859914119296	0.0380524507237689	15	0	0.00210208837910707	46	1	15	1	0.00113387255272507	PIWI-interacting RNA (piRNA) biogenesis	MYBL1	Terminal_Fucose	BRCA_2
TOTAL	401	2	0.0272399972827933	0.0288719471696606	0.0380524507237689	673	0	0.0472055933829914	1033	2	69	2	0.00521581374253534	Interferon Signaling	CIITA;CIITA	Terminal_Fucose	BRCA_2
TOTAL	57	1	0.00387201956388832	0.0380524507237689	0.0380524507237689	148	0	0.00923090983868757	202	1	9	9	0.000680323531635044	Regulation of RUNX3 expression and activity	RUNX3	Terminal_Fucose	BRCA_2
TOTAL	67	1	0.00455132124176347	0.0445922825865721	0.0445922825865721	753	0	0.0364209660467029	797	1	13	1	0.000982689545695064	Formation of the beta-catenin:TCF transactivating complex	RUNX3	Terminal_Fucose	BRCA_2
TOTAL	117	1	0.00794782963113919	0.076695152312621	0.076695152312621	37	0	0.0068546360188274	150	1	36	1	0.00272129412654018	Gene Silencing by RNA	MYBL1	Terminal_Fucose	BRCA_2
TOTAL	118	1	0.0080157597989267	0.0773271849045926	0.0773271849045926	415	0	0.0231686697436366	507	1	47	42	0.00355280066520523	Transcriptional regulation by RUNX3	RUNX3	Terminal_Fucose	BRCA_2
TOTAL	36	1	0.00244548604035052	0.0289543258169475	0.0883222203087556	83	0	0.00525522094776767	115	1	22	2	0.00166301307733011	NOTCH3 Intracellular Domain Regulates Transcription	IKZF1	O_fucose	BRCA_2
TOTAL	43	1	0.00292099721486312	0.0344942868516632	0.0883222203087556	52	0	0.00415847918475529	91	1	7	7	0.000529140524605034	HSF1 activation	HSF1	O_fucose	BRCA_2
TOTAL	47	1	0.00319271788601318	0.0376469557817642	0.0883222203087556	1	0	0.00219348352602477	48	1	5	5	0.000377957517575025	Attenuation phase	HSF1	O_fucose	BRCA_2
TOTAL	47	1	0.00319271788601318	0.0376469557817642	0.0883222203087556	88	0	0.00598638212310926	131	1	15	2	0.00113387255272507	Aggrephagy	HSF1	O_fucose	BRCA_2
TOTAL	59	1	0.00400787989946335	0.0470484305780051	0.0883222203087556	1	0	0.00274185440753096	60	1	8	8	0.000604732028120039	HSF1-dependent transactivation	HSF1	O_fucose	BRCA_2
TOTAL	63	1	0.00427960057061341	0.0501634969644102	0.0883222203087556	223	0	0.0128410181419367	281	1	37	2	0.00279688563005518	Signaling by NOTCH3	IKZF1	O_fucose	BRCA_2
TOTAL	71	1	0.00482304191291353	0.0563656450735903	0.0883222203087556	368	0	0.0195128638669287	427	1	27	2	0.00204097059490513	Transcriptional regulation of granulopoiesis	FLI1	O_fucose	BRCA_2
TOTAL	89	1	0.00604578493308878	0.0701849803749257	0.0883222203087556	503	0	0.0259562217246264	568	1	48	2	0.00362839216872024	Selective autophagy	HSF1	O_fucose	BRCA_2
TOTAL	113	1	0.00767610895998913	0.0883222203087556	0.0883222203087556	152	0	0.0117442763789243	257	1	14	7	0.00105828104921007	Regulation of HSF1-mediated heat shock response	HSF1	O_fucose	BRCA_2
TOTAL	3	1	0.000203790503362543	0.00325566912193109	0.0389488754454521	0	0	0.000137092720376548	3	1	1	1	7.55915035150049e-05	Loss of Function of SMAD4 in Cancer	SMAD2	GalNAc_Olinked	BRCA_2
TOTAL	3	1	0.000203790503362543	0.00325566912193109	0.0389488754454521	35	0	0.00159941507105973	35	1	1	1	7.55915035150049e-05	SMAD2/3 MH2 Domain Mutants in Cancer	SMAD2	GalNAc_Olinked	BRCA_2
TOTAL	3	1	0.000203790503362543	0.00325566912193109	0.0389488754454521	0	0	0.000137092720376548	3	1	1	1	7.55915035150049e-05	SMAD4 MH2 Domain Mutants in Cancer	SMAD2	GalNAc_Olinked	BRCA_2
TOTAL	6	1	0.000407581006725087	0.00650139930081939	0.0389488754454521	0	0	0.000274185440753096	6	1	1	1	7.55915035150049e-05	TGFBR1 KD Mutants in Cancer	SMAD2	GalNAc_Olinked	BRCA_2
TOTAL	7	1	0.000475511174512601	0.0075811056042272	0.0389488754454521	0	0	0.000319883014211945	7	1	1	1	7.55915035150049e-05	SMAD2/3 Phosphorylation Motif Mutants in Cancer	SMAD2	GalNAc_Olinked	BRCA_2
TOTAL	7	1	0.000475511174512601	0.0075811056042272	0.0389488754454521	0	0	0.000319883014211945	7	1	2	1	0.00015118300703001	Loss of Function of TGFBR1 in Cancer	SMAD2	GalNAc_Olinked	BRCA_2
TOTAL	8	1	0.000543441342300116	0.00865971177564662	0.0389488754454521	35	0	0.00182790293835397	40	1	2	2	0.00015118300703001	Loss of Function of SMAD2/3 in Cancer	SMAD2	GalNAc_Olinked	BRCA_2
TOTAL	9	1	0.00061137151008763	0.00973721886136303	0.0389488754454521	35	0	0.00187360051181282	41	1	7	4	0.000529140524605034	Signaling by TGF-beta Receptor Complex in Cancer	SMAD2	GalNAc_Olinked	BRCA_2
TOTAL	15	1	0.00101895251681272	0.0161792390515567	0.0578911799987947	103	0	0.00525522094776767	115	1	10	4	0.000755915035150049	Signaling by Activin	SMAD2	GalNAc_Olinked	BRCA_2
TOTAL	23	1	0.00156239385911283	0.0247074977878931	0.0578911799987947	114	0	0.00607777727002696	133	1	12	5	0.000907098042180059	Signaling by NODAL	SMAD2	GalNAc_Olinked	BRCA_2
TOTAL	27	1	0.00183411453026289	0.0289455899993973	0.0578911799987947	239	0	0.0116528812320066	255	1	21	17	0.0015874215738151	Downregulation of SMAD2/3:SMAD4 transcriptional activity	SMAD2	GalNAc_Olinked	BRCA_2
TOTAL	27	1	0.00183411453026289	0.0289455899993973	0.0578911799987947	190	0	0.00982497829365261	215	1	22	6	0.00166301307733011	FOXO-mediated transcription of cell cycle genes	SMAD2	GalNAc_Olinked	BRCA_2
TOTAL	28	1	0.0019020446980504	0.030002412026511	0.0581323353569612	186	0	0.00950509527944066	208	1	28	7	0.00211656209842014	Downregulation of TGF-beta receptor signaling	SMAD2	GalNAc_Olinked	BRCA_2
TOTAL	36	1	0.00244548604035052	0.0384182536905812	0.0581323353569612	346	0	0.0169537997532331	371	1	39	11	0.00294806863708519	TGF-beta receptor signaling activates SMADs	SMAD2	GalNAc_Olinked	BRCA_2
TOTAL	39	1	0.00264927654371306	0.0415565085229886	0.0581323353569612	400	0	0.0196042590138464	429	1	17	13	0.00128505555975508	SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription	SMAD2	GalNAc_Olinked	BRCA_2
TOTAL	45	1	0.00305685755043815	0.0478042337609977	0.0581323353569612	231	0	0.012429739980807	272	1	35	4	0.00264570262302517	Transcriptional regulation of pluripotent stem cells	SMAD2	GalNAc_Olinked	BRCA_2
TOTAL	49	1	0.00332857822158821	0.0519481500552863	0.0581323353569612	205	0	0.0113786957912535	249	1	34	2	0.00257011111951017	FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes	SMAD2	GalNAc_Olinked	BRCA_2
TOTAL	55	1	0.00373615922831329	0.0581323353569612	0.0581323353569612	574	0	0.0277841246629804	608	1	38	30	0.00287247713357019	Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	SMAD2	GalNAc_Olinked	BRCA_2
TOTAL	85	1	0.00577406426193873	0.0884900582510421	0.0884900582510421	834	0	0.0405794452314582	888	1	82	40	0.0061985032882304	Signaling by TGF-beta Receptor Complex	SMAD2	GalNAc_Olinked	BRCA_2
TOTAL	191	2	0.0129746620474153	0.00570389358030121	0.0796972091871169	207	0	0.0176849609285747	387	2	22	2	0.00166301307733011	Interferon alpha/beta signaling	IRF4;IRF4	Gangliosides	BRCA_2
TOTAL	216	2	0.0146729162421031	0.00723707166528798	0.0796972091871169	153	0	0.0163140337248092	357	2	47	1	0.00355280066520523	Interleukin-4 and Interleukin-13 signaling	IRF4;IRF4	Gangliosides	BRCA_2
TOTAL	255	2	0.0173221927858162	0.00996215114838961	0.0796972091871169	230	0	0.0216149522460357	473	2	16	2	0.00120946405624008	Interferon gamma signaling	IRF4;IRF4	Gangliosides	BRCA_2
TOTAL	191	2	0.0129746620474153	0.000992662718966586	0.00527711679612863	207	0	0.0176849609285747	387	2	22	2	0.00166301307733011	Interferon alpha/beta signaling	IRF4;IRF4	GSL_Core	BRCA_2
TOTAL	216	2	0.0146729162421031	0.00126663389948589	0.00527711679612863	153	0	0.0163140337248092	357	2	47	1	0.00355280066520523	Interleukin-4 and Interleukin-13 signaling	IRF4;IRF4	GSL_Core	BRCA_2
TOTAL	255	2	0.0173221927858162	0.00175903893204288	0.00527711679612863	230	0	0.0216149522460357	473	2	16	2	0.00120946405624008	Interferon gamma signaling	IRF4;IRF4	GSL_Core	BRCA_2
TOTAL	401	2	0.0272399972827933	0.00429205605449368	0.00858411210898735	673	0	0.0472055933829914	1033	2	69	4	0.00521581374253534	Interferon Signaling	IRF4;IRF4	GSL_Core	BRCA_2
TOTAL	36	1	0.00244548604035052	0.00974612021375387	0.0109220514235305	83	0	0.00525522094776767	115	1	22	2	0.00166301307733011	NOTCH3 Intracellular Domain Regulates Transcription	IKZF1	GSL_Core	BRCA_2
TOTAL	647	2	0.0439508185585218	0.0109220514235305	0.0109220514235305	2096	0	0.116071836585477	2540	2	493	1	0.0372666112328974	Signaling by Interleukins	IRF4;IRF4	GSL_Core	BRCA_2
TOTAL	63	1	0.00427960057061341	0.0170088255839643	0.0170088255839643	223	0	0.0128410181419367	281	1	37	2	0.00279688563005518	Signaling by NOTCH3	IKZF1	GSL_Core	BRCA_2
TOTAL	1108	2	0.075266625908566	0.0306755461273297	0.0306755461273297	2824	0	0.165288123200658	3617	2	687	5	0.0519313629148084	Cytokine Signaling in Immune system	IRF4;IRF4	GSL_Core	BRCA_2
TOTAL	258	1	0.0175259832891787	0.068282411398314	0.068282411398314	753	0	0.0441895535347073	967	1	154	2	0.0116410915413108	Signaling by NOTCH	IKZF1	GSL_Core	BRCA_2
TOTAL	27	3	0.0018343637475372	3.86598803350235e-05	0.00320877006780695	176	0	0.00957872664887533	201	3	22	8	0.00167798032186713	FOXO-mediated transcription of cell cycle genes	SMAD4;KLF4;KLF4	P1PK blood group	CESC
TOTAL	110	4	0.00747333378626265	0.000135716362637983	0.00556437086815731	494	0	0.0277830728173847	583	4	85	13	0.00648310578903211	FOXO-mediated transcription	NFYB;SMAD4;KLF4;KLF4	P1PK blood group	CESC
TOTAL	45	2	0.00305727291256199	0.00520073811240185	0.0841042315707674	227	0	0.0127716355318338	268	2	35	4	0.00266951414842499	Transcriptional regulation of pluripotent stem cells	SMAD4;KLF4	P1PK blood group	CESC
TOTAL	3	1	0.0002038181941708	0.00710897471767402	0.0841042315707674	34	0	0.00162028211971026	34	1	1	1	7.62718328121425e-05	SMAD2/3 MH2 Domain Mutants in Cancer	SMAD4	P1PK blood group	CESC
TOTAL	3	1	0.0002038181941708	0.00710897471767402	0.0841042315707674	0	0	0.000142966069386199	3	1	1	1	7.62718328121425e-05	Loss of Function of SMAD4 in Cancer	SMAD4	P1PK blood group	CESC
TOTAL	3	1	0.0002038181941708	0.00710897471767402	0.0841042315707674	0	0	0.000142966069386199	3	1	1	1	7.62718328121425e-05	SMAD4 MH2 Domain Mutants in Cancer	SMAD4	P1PK blood group	CESC
TOTAL	174	3	0.0118214552619064	0.00815321694849835	0.0841042315707674	363	0	0.0250190621425848	525	3	41	4	0.00312714514529784	PPARA activates gene expression	NFYB;GRHL1;GRHL1	P1PK blood group	CESC
TOTAL	176	3	0.0119573340580202	0.00841042315707674	0.0841042315707674	393	0	0.0262581014105986	551	3	44	4	0.00335596064373427	Regulation of lipid metabolism by PPARalpha	NFYB;GRHL1;GRHL1	P1PK blood group	CESC
TOTAL	401	5	0.0272436986208302	2.4449885944855e-05	0.000613811954602639	602	0	0.0458921082729699	963	5	69	20	0.00526275646403783	Interferon Signaling	STAT1;IRF1;IRF1	Gangliosides	CESC
TOTAL	191	4	0.0129764250288742	2.55754981084433e-05	0.000613811954602639	200	0	0.0181090354555852	380	4	22	9	0.00167798032186713	Interferon alpha/beta signaling	STAT1;IRF1;IRF1	Gangliosides	CESC
TOTAL	18	2	0.0012229091650248	0.000134766399001451	0.00215626238402322	109	0	0.00586160884483416	123	2	20	6	0.00152543665624285	Interleukin-6 signaling	STAT1	Gangliosides	CESC
TOTAL	28	2	0.00190230314559413	0.000324334504598567	0.0029190105413871	127	0	0.00724361418223408	152	2	11	4	0.000838990160933567	Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants	STAT1	Gangliosides	CESC
TOTAL	28	2	0.00190230314559413	0.000324334504598567	0.0029190105413871	86	0	0.00543271063667556	114	2	5	1	0.000381359164060712	Regulation of IFNA signaling	STAT1	Gangliosides	CESC
TOTAL	31	2	0.00210612133976493	0.000396910604603118	0.00317528483682494	135	0	0.00748189096454441	157	2	34	6	0.00259324231561284	Interleukin-6 family signaling	STAT1	Gangliosides	CESC
TOTAL	43	2	0.00292139411644813	0.000758709451983419	0.00520937598279825	127	0	0.00795844452916508	167	2	26	4	0.0019830676531157	Signaling by KIT in disease	STAT1	Gangliosides	CESC
TOTAL	1332	6	0.090495278211835	0.000868229330466375	0.00520937598279825	2691	0	0.175228745711018	3677	6	741	70	0.0565174281137976	Cytokine Signaling in Immune system	STAT1;IRF1;STAT1;IRF1	Gangliosides	CESC
TOTAL	255	3	0.017324546504518	0.00164015898775072	0.00706094084660158	172	0	0.0197769729317575	415	3	16	9	0.00122034932499428	Interferon gamma signaling	STAT1;IRF1;IRF1	Gangliosides	CESC
TOTAL	66	2	0.00448400027175759	0.0017652352116504	0.00706094084660158	260	0	0.0147255051467785	309	2	39	4	0.00297460147967356	Signaling by SCF-KIT	STAT1	Gangliosides	CESC
TOTAL	12	1	0.000815272776683199	0.0113535307362305	0.0358420553153154	1	0	0.000619519634006862	13	1	5	2	0.000381359164060712	Interleukin-21 signaling	STAT1	Gangliosides	CESC
TOTAL	13	1	0.000883212174740132	0.0122942348195714	0.0358420553153154	192	0	0.00953107129241327	200	1	20	5	0.00152543665624285	Interleukin-27 signaling	STAT1	Gangliosides	CESC
TOTAL	16	1	0.00108703036891093	0.0151113625312699	0.0358420553153154	79	0	0.00447960350743424	94	1	4	2	0.00030508733124857	Regulation of IFNG signaling	STAT1	Gangliosides	CESC
TOTAL	16	1	0.00108703036891093	0.0151113625312699	0.0358420553153154	129	0	0.00676706061761342	142	1	13	6	0.000991533826557852	Interleukin-9 signaling	STAT1	Gangliosides	CESC
TOTAL	16	1	0.00108703036891093	0.0151113625312699	0.0358420553153154	174	0	0.00876858558902021	184	1	26	12	0.0019830676531157	Interleukin-35 Signalling	STAT1	Gangliosides	CESC
TOTAL	216	2	0.0146749099802976	0.0174304002817124	0.0358420553153154	143	0	0.016536408692337	347	2	47	6	0.0035847761421707	Interleukin-4 and Interleukin-13 signaling	STAT1;STAT1	Gangliosides	CESC
TOTAL	19	1	0.00129084856308173	0.0179210276576577	0.0358420553153154	119	0	0.00648112847884102	136	1	7	1	0.000533902829684997	Signaling by PDGFRA extracellular domain mutants	STAT1	Gangliosides	CESC
TOTAL	19	1	0.00129084856308173	0.0179210276576577	0.0358420553153154	119	0	0.00648112847884102	136	1	7	1	0.000533902829684997	Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants	STAT1	Gangliosides	CESC
TOTAL	647	3	0.0439567905428358	0.0214744496257678	0.0392158164854977	1886	0	0.111275257338925	2335	3	493	48	0.0376020135763862	Signaling by Interleukins	STAT1;STAT1	Gangliosides	CESC
TOTAL	26	1	0.00176642434948026	0.0244479942346875	0.0392158164854977	163	0	0.00886389630194434	186	1	14	1	0.00106780565936999	Signaling by cytosolic FGFR1 fusion mutants	STAT1	Gangliosides	CESC
TOTAL	29	1	0.00197024254365106	0.027232915663336	0.0392158164854977	183	0	0.0096263820053374	202	1	56	11	0.00427122263747998	Interleukin-20 family signaling	STAT1	Gangliosides	CESC
TOTAL	29	1	0.00197024254365106	0.027232915663336	0.0392158164854977	105	0	0.00609988562714449	128	1	28	2	0.00213561131873999	Growth hormone receptor signaling	STAT1	Gangliosides	CESC
TOTAL	36	1	0.0024458183300496	0.0337023821567499	0.0392158164854977	73	0	0.00500381242851697	105	1	22	4	0.00167798032186713	NOTCH3 Intracellular Domain Regulates Transcription	STAT1	Gangliosides	CESC
TOTAL	37	1	0.00251375772810653	0.0346233233481142	0.0392158164854977	288	0	0.0148208158597026	311	1	16	1	0.00122034932499428	Downstream signal transduction	STAT1	Gangliosides	CESC
TOTAL	42	1	0.0028534547183912	0.0392158164854977	0.0392158164854977	128	0	0.00800609988562714	168	1	24	2	0.00183052398749142	Signaling by PDGFR in disease	STAT1	Gangliosides	CESC
TOTAL	2895	6	0.196684557374822	0.0407264665371327	0.0407264665371327	3765	0	0.281786122760198	5913	6	1647	70	0.125619708641599	Immune System	STAT1;IRF1;STAT1;IRF1	Gangliosides	CESC
TOTAL	48	1	0.00326109110673279	0.0447000277371566	0.0447000277371566	166	0	0.0100076248570339	210	1	25	1	0.00190679582030356	FGFR1 mutant receptor activation	STAT1	Gangliosides	CESC
TOTAL	52	1	0.00353284869896053	0.0483400041901842	0.0483400041901842	405	0	0.0205394586351506	431	1	59	8	0.00450003813591641	Interleukin-2 family signaling	STAT1	Gangliosides	CESC
TOTAL	58	1	0.00394048508730213	0.0537758278535515	0.0537758278535515	221	0	0.01291460160122	271	1	35	1	0.00266951414842499	Signaling by FGFR1 in disease	STAT1	Gangliosides	CESC
TOTAL	63	1	0.00428018207758679	0.0582836419971803	0.0582836419971803	190	0	0.0118185284025925	248	1	37	4	0.00282205781404927	Signaling by NOTCH3	STAT1	Gangliosides	CESC
TOTAL	71	1	0.00482369726204226	0.0654546865372629	0.0654546865372629	333	0	0.01868089973313	392	1	27	2	0.00205933948592785	Transcriptional regulation of granulopoiesis	FLI1	Gangliosides	CESC
TOTAL	83	1	0.00563897003872546	0.0761162313422885	0.0761162313422885	243	0	0.0151544033549371	318	1	16	2	0.00122034932499428	ISG15 antiviral mechanism	STAT1	Gangliosides	CESC
TOTAL	83	1	0.00563897003872546	0.0761162313422885	0.0761162313422885	156	0	0.0112466641250477	236	1	32	2	0.00244069864998856	Regulation of RUNX2 expression and activity	STAT1	Gangliosides	CESC
TOTAL	86	1	0.00584278823289626	0.0787639125421115	0.0787639125421115	302	0	0.0176801372474266	371	1	31	1	0.00236442681717642	Signaling by PDGF	STAT1	Gangliosides	CESC
TOTAL	501	2	0.0340376384265235	0.0804078401713724	0.0804078401713724	1037	0	0.0676706061761342	1420	2	396	7	0.0302036457936084	Diseases of signal transduction by growth factor receptors and second messengers	STAT1	Gangliosides	CESC
TOTAL	94	1	0.00638630341735172	0.0857899896480162	0.0857899896480162	293	0	0.0179184140297369	376	1	31	2	0.00236442681717642	Antiviral mechanism by IFN-stimulated genes	STAT1	Gangliosides	CESC
TOTAL	95	1	0.00645424281540866	0.0866647420092197	0.0866647420092197	226	0	0.0147255051467785	309	1	106	1	0.0080848142780871	Signaling by FGFR in disease	STAT1	Gangliosides	CESC
TOTAL	96	1	0.00652218221346559	0.0875387171051282	0.0875387171051282	597	0	0.0322150209683568	676	1	114	17	0.00869498894058424	Interleukin-12 family signaling	STAT1	Gangliosides	CESC
TOTAL	114	2	0.00774509137849039	0.00314944745400414	0.0787361863501035	258	0	0.0167270301181853	351	2	40	4	0.0030508733124857	Oxidative Stress Induced Senescence	EED;EED	Dolichol Pathway	CESC
TOTAL	94	1	0.00638630341735172	0.025301544636223	0.0759046339086691	140	0	0.0106747998475029	224	1	11	5	0.000838990160933567	RNA polymerase II transcribes snRNA genes	CPSF3L	CS HS Initiation	CESC
TOTAL	27	2	0.0018343637475372	0.000347742690743003	0.0114755087945191	176	0	0.00957872664887533	201	2	22	2	0.00167798032186713	FOXO-mediated transcription of cell cycle genes	KLF4;KLF4	Hyaluronan synthesis	CESC
TOTAL	110	2	0.00747333378626265	0.00549699735128073	0.0879519576204917	494	0	0.0277830728173847	583	2	85	2	0.00648310578903211	FOXO-mediated transcription	KLF4;KLF4	Hyaluronan synthesis	CESC
TOTAL	10	1	0.000679393980569332	0.0101425866035664	0.0897811019889658	5	0	0.000714830346930995	15	1	5	2	0.000381359164060712	Activation of PUMA and translocation to mitochondria	TP63	Hyaluronan synthesis	CESC
TOTAL	17	1	0.00115496976696786	0.0171851797981095	0.0897811019889658	162	0	0.00843499809378574	177	1	11	2	0.000838990160933567	Regulation of TP53 Activity through Association with Co-factors	TP63	Hyaluronan synthesis	CESC
TOTAL	18	1	0.0012229091650248	0.0181874383493673	0.0897811019889658	19	0	0.00162028211971026	34	1	7	2	0.000533902829684997	TP53 Regulates Transcription of Death Receptors and Ligands	TP63	Hyaluronan synthesis	CESC
TOTAL	20	1	0.00135878796113866	0.0201890942571064	0.0897811019889658	67	0	0.00386008387342737	81	1	17	2	0.00129662115780642	TP53 Regulates Transcription of Caspase Activators and Caspases	TP63	Hyaluronan synthesis	CESC
TOTAL	26	1	0.00176642434948026	0.0261712330518555	0.0897811019889658	18	0	0.00204918032786885	43	1	8	1	0.00061017466249714	Synthesis, secretion, and deacylation of Ghrelin	KLF4	Hyaluronan synthesis	CESC
TOTAL	28	1	0.00190230314559413	0.0281576920790536	0.0897811019889658	98	0	0.00576629813191003	121	1	19	4	0.00144916482343071	TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain	TP63	Hyaluronan synthesis	CESC
